Vocabulario,Nota1,Nota2,Nota3,Nota4,Nota5
"sorted",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"grip",0.0000005244,0.0000003699,0.0000003337,0.0000003851,0.0000000000
"shocked",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"welcometo",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"guyon",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"cheers",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bike",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"beautifully",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cramped",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mid-july",0.0000012004,0.0000000000,0.0000000000,0.0000002938,0.0000004486
"superior",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"incredibly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"noises",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"promises",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sour",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"biggie",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"intended",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"duvet",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bathrobe",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"congierge",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"colorful",0.0000010487,0.0000007398,0.0000000000,0.0000016687,0.0000023515
"maze",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fluke",0.0000000000,0.0000000000,0.0000015280,0.0000002938,0.0000011215
"validates",0.0000000000,0.0000015190,0.0000000000,0.0000000000,0.0000008047
"privileges",0.0000000000,0.0000003699,0.0000006675,0.0000008985,0.0000011757
"designed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"stall",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"blocked",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"conversations",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"comforter",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sacrifice",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"minor",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"confirm",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"announcing",0.0000000000,0.0000008468,0.0000007640,0.0000002938,0.0000000000
"counter",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"watched",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"struggle",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"neatened",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"washed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"vacuumed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"qwest",0.0000000000,0.0000000000,0.0000000000,0.0000010541,0.0000004023
"field",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"seahawks",0.0000000000,0.0000000000,0.0000007640,0.0000011754,0.0000004486
"overnights",0.0000021532,0.0000000000,0.0000000000,0.0000005271,0.0000000000
"elliotts",0.0000000000,0.0000000000,0.0000024072,0.0000000000,0.0000000000
"brooklyn",0.0000000000,0.0000000000,0.0000015280,0.0000035261,0.0000038130
"repeat",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"5-days",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"father",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"affordable",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"reservationists",0.0000000000,0.0000008468,0.0000000000,0.0000005877,0.0000002243
"e-mail",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fathers",0.0000000000,0.0000008468,0.0000000000,0.0000002938,0.0000002243
"itinerary",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"california",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"assured",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"occur",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"affordability",0.0000000000,0.0000016936,0.0000007640,0.0000002938,0.0000000000
"selected",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"occurred",0.0000057679,0.0000029593,0.0000000000,0.0000002567,0.0000005879
"arrangements",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"acknowledgement",0.0000020974,0.0000011097,0.0000003337,0.0000000000,0.0000000980
"wing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"clustered",0.0000000000,0.0000015190,0.0000000000,0.0000000000,0.0000004023
"stating",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"painting",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"workings",0.0000021532,0.0000015190,0.0000000000,0.0000000000,0.0000000000
"systems",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"00pm",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sprayer",0.0000036011,0.0000016936,0.0000000000,0.0000000000,0.0000004486
"cause",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"discomfort",0.0000020974,0.0000003699,0.0000000000,0.0000005134,0.0000001960
"4-days",0.0000021532,0.0000015190,0.0000000000,0.0000000000,0.0000000000
"47am",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"awaken",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"yelling",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"began",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"pack",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"departure",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"contacted",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"attendant",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"happens",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"weighing",0.0000000000,0.0000008468,0.0000000000,0.0000002938,0.0000004486
"speaking",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"explain",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"empathized",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"penalized",0.0000000000,0.0000015190,0.0000000000,0.0000005271,0.0000000000
"assignment",0.0000005244,0.0000003699,0.0000010012,0.0000000000,0.0000002939
"opportunity",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"confident",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"occupancy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"construction",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"argue",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"facts",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"credited",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"graciously",0.0000000000,0.0000007398,0.0000006675,0.0000016687,0.0000012737
"vacuum",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"thief",0.0000010487,0.0000007398,0.0000000000,0.0000005134,0.0000001960
"broke",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"10-years",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"understanding",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"patronage",0.0000024007,0.0000008468,0.0000000000,0.0000002938,0.0000000000
"unappreciated",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"potential",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ownership",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"regardless",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mile",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"onramps",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"everything",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"customers",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"uncomfortably",0.0000000000,0.0000007398,0.0000013350,0.0000005134,0.0000003919
"screened",0.0000012004,0.0000000000,0.0000007640,0.0000000000,0.0000006729
"bureau",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"speed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"prime",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"frye",0.0000000000,0.0000000000,0.0000024072,0.0000000000,0.0000000000
"adult",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"teenage",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"squished",0.0000012004,0.0000000000,0.0000007640,0.0000005877,0.0000000000
"contained",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"upholstered",0.0000000000,0.0000025404,0.0000000000,0.0000008815,0.0000011215
"dresser",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"acessible",0.0000012004,0.0000000000,0.0000000000,0.0000002938,0.0000002243
"someplace",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cram",0.0000000000,0.0000008468,0.0000000000,0.0000011754,0.0000006729
"definite",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"improvement",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"builidng",0.0000000000,0.0000000000,0.0000024072,0.0000000000,0.0000000000
"ventilation",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"draw",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"toddler",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hunting",0.0000005244,0.0000007398,0.0000003337,0.0000003851,0.0000000000
"18th",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"half-way",0.0000005244,0.0000011097,0.0000000000,0.0000001284,0.0000000980
"updating",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cooling",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"steet",0.0000012004,0.0000000000,0.0000000000,0.0000005877,0.0000002243
"bank",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tooth",0.0000000000,0.0000000000,0.0000015280,0.0000026446,0.0000022429
"highway",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"dated",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"doorstep",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"negotiate",0.0000000000,0.0000022195,0.0000043387,0.0000021821,0.0000019596
"pancakes",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"silver",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"status",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"joke",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"switches",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sagged",0.0000036011,0.0000025404,0.0000000000,0.0000002938,0.0000000000
"radiator",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"didnot",0.0000024007,0.0000000000,0.0000000000,0.0000014692,0.0000002243
"wink",0.0000012004,0.0000025404,0.0000000000,0.0000002938,0.0000000000
"towneplace",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"renaissance",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"alright",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mini",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"12-9",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"understatement",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"decade",0.0000005244,0.0000003699,0.0000000000,0.0000005134,0.0000001960
"decades",0.0000005244,0.0000003699,0.0000003337,0.0000000000,0.0000000980
"dirt",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"itch",0.0000064595,0.0000000000,0.0000000000,0.0000021083,0.0000000000
"produce",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rash",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"multi",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hide",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"goodness",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"knows",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"dare",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"barefoot",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tore",0.0000005244,0.0000000000,0.0000003337,0.0000001284,0.0000000980
"doorway",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tiles",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"loose",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"remodels",0.0000043063,0.0000000000,0.0000000000,0.0000000000,0.0000004023
"handicap",0.0000031461,0.0000000000,0.0000013350,0.0000008985,0.0000001960
"wheelchair",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"minumum",0.0000021532,0.0000000000,0.0000000000,0.0000005271,0.0000000000
"legal",0.0000020974,0.0000000000,0.0000010012,0.0000005134,0.0000002939
"requirement",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"coherent",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"communicate",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"unmanned",0.0000012004,0.0000000000,0.0000007640,0.0000000000,0.0000002243
"entry",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"unsafe",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"shadowed",0.0000021532,0.0000000000,0.0000013705,0.0000000000,0.0000000000
"doorways",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"stairways",0.0000015731,0.0000003699,0.0000006675,0.0000000000,0.0000000980
"aggrevating",0.0000021532,0.0000000000,0.0000013705,0.0000000000,0.0000000000
"resolving",0.0000020974,0.0000000000,0.0000003337,0.0000002567,0.0000002939
"compelled",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"billing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"priceline",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"function",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"lion",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"waaaay",0.0000005244,0.0000003699,0.0000000000,0.0000001284,0.0000000980
"crocodile",0.0000000000,0.0000000000,0.0000013705,0.0000005271,0.0000000000
"halfway",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"atrocious",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"waste",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"parking-it",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"sundays",0.0000000000,0.0000003699,0.0000013350,0.0000019254,0.0000009798
"payed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"700+",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"cocoa",0.0000000000,0.0000011097,0.0000010012,0.0000015403,0.0000010778
"grayline",0.0000000000,0.0000000000,0.0000007640,0.0000005877,0.0000002243
"inexpensive",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"clipper",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000020116
"yuck",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"states",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"report",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"risk",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"remaining",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"category",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"worn",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ancient",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mood",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"transfer",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"files",0.0000000000,0.0000060758,0.0000000000,0.0000000000,0.0000004023
"slower",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"modem",0.0000000000,0.0000016936,0.0000000000,0.0000002938,0.0000006729
"dept",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"claiming",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"overloading",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"neighboring",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"convinced",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"indoor",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hung",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"colleagues",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"seminar",0.0000026218,0.0000003699,0.0000003337,0.0000005134,0.0000000000
"3-star",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"4-star",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"disaster",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"container",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"damaged",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"discounted",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"indignant",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"dismissive",0.0000048015,0.0000000000,0.0000007640,0.0000002938,0.0000000000
"minibar",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"refigerator",0.0000012004,0.0000000000,0.0000007640,0.0000005877,0.0000000000
"bills",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"solely",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"stretched",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"luke",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"storm",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"noticable",0.0000000000,0.0000003699,0.0000006675,0.0000003851,0.0000004899
"beverage",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tended",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"temp",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"samples",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"brands",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tasted",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"well-maintained",0.0000000000,0.0000011097,0.0000023362,0.0000019254,0.0000012737
"italian",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"eating",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"steak",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tender",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"instant",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"expressway",0.0000005244,0.0000011097,0.0000016687,0.0000001284,0.0000000000
"2000",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"statements",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"unexplained",0.0000036011,0.0000000000,0.0000007640,0.0000000000,0.0000004486
"werent",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"wouldnt",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"climb",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"happier",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"taxes",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"wake-up",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"boutique-style",0.0000000000,0.0000015190,0.0000000000,0.0000000000,0.0000012070
"in-room",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"non-chipping",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"personally",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"vibrations",0.0000021532,0.0000045569,0.0000000000,0.0000000000,0.0000000000
"builds",0.0000000000,0.0000015190,0.0000000000,0.0000000000,0.0000004023
"harmonic",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"modulating",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"ducts",0.0000000000,0.0000015190,0.0000000000,0.0000005271,0.0000000000
"returns",0.0000000000,0.0000014796,0.0000010012,0.0000005134,0.0000003919
"buildup",0.0000000000,0.0000030379,0.0000000000,0.0000000000,0.0000004023
"release",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"nuts",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"figured",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"vehicles",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"substances",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"masquerading",0.0000021532,0.0000015190,0.0000000000,0.0000000000,0.0000000000
"pricier",0.0000000000,0.0000003699,0.0000010012,0.0000005134,0.0000011757
"stinks",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"gotten",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"thrilled",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"honestly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"renting",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"11th",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"2004",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"environs",0.0000000000,0.0000000000,0.0000007640,0.0000008815,0.0000015701
"atop",0.0000005244,0.0000007398,0.0000000000,0.0000005134,0.0000003919
"seafront",0.0000000000,0.0000008468,0.0000000000,0.0000005877,0.0000008972
"28th",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"various",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"insists",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"apprehensive",0.0000000000,0.0000011097,0.0000010012,0.0000051343,0.0000035272
"suggestion",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"additonally",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"understated",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"guidelines",0.0000024007,0.0000008468,0.0000000000,0.0000002938,0.0000000000
"kinds",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"practices",0.0000015731,0.0000018496,0.0000003337,0.0000001284,0.0000000000
"into",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"smoothly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"exectutive",0.0000021532,0.0000000000,0.0000000000,0.0000000000,0.0000004023
"sweet",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"summary",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"-elevators",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"-myself",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"allowing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"belongs",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"contract-a",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fist",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"telling",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"-having",0.0000075639,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"actions",0.0000015731,0.0000003699,0.0000000000,0.0000003851,0.0000005879
"-finally",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"assaulted",0.0000043063,0.0000000000,0.0000013705,0.0000000000,0.0000000000
"-after",0.0000075639,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hearing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"story",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"officer",0.0000015731,0.0000011097,0.0000000000,0.0000005134,0.0000004899
"assault",0.0000012004,0.0000008468,0.0000000000,0.0000000000,0.0000002243
"arrest",0.0000075639,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"made",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"threatening",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"lawyers",0.0000024007,0.0000000000,0.0000007640,0.0000000000,0.0000002243
"involved",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"breach",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"contract",0.0000041949,0.0000003699,0.0000000000,0.0000006418,0.0000000980
"-getting",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sort",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"trouble",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"-waking",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ours",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"-dealing",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"reversed",0.0000015731,0.0000014796,0.0000000000,0.0000001284,0.0000000980
"back",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"-finding",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"outlined",0.0000012004,0.0000008468,0.0000000000,0.0000000000,0.0000004486
"consent-being",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"reverse",0.0000031461,0.0000003699,0.0000003337,0.0000001284,0.0000000000
"portion",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"breached",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"burned",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"abuse",0.0000005244,0.0000000000,0.0000006675,0.0000002567,0.0000000980
"tahoe",0.0000021532,0.0000000000,0.0000000000,0.0000000000,0.0000004023
